Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,GP,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,PPG,GPG,APG,SvPG,ShPG
Prospect,RSC003335,xEaglex20x,Earth,The Elements,N/A,N/A,48.63,48,0.563,27,21,10,15760,9110,6650,36,22,70,91,0.396,328.33,0.75,0.46,1.46,1.90
Prospect,RSC006642,Zonekiller.,Emperors,Monarchy,Lunar,N/A,29.68,5,0.800,4,8,1,1375,2260,-885,5,7,24,21,0.238,275.00,0.20,0.40,1.40,2.00
Prospect,RSC006642,Zonekiller.,Emperors,Monarchy,Lunar,N/A,22.45,5,0.400,2,3,0,1375,650,725,1,2,7,10,0.100,275.00,0.20,0.40,1.40,2.00
Prospect,RSC007257,DaItonJ,Free Agent,Free Agent,N/A,N/A,40.31,46,0.370,17,29,5,14466,7670,6796,34,13,50,112,0.304,314.46,0.74,0.28,1.09,2.44
Prospect,RSC007271,Darth Nefaris,Free Agent,Free Agent,N/A,N/A,19.39,53,0.264,14,39,2,13495,6990,6505,26,25,45,89,0.292,254.62,0.49,0.47,0.85,1.68
Prospect,RSC004952,El_Macho,Free Agent,Free Agent,N/A,N/A,52.21,21,0.571,12,9,8,7245,3870,3375,16,10,27,42,0.381,345.00,0.76,0.48,1.29,2.00
Prospect,RSC006908,OvrSizedFrog,Free Agent,Free Agent,N/A,N/A,69.63,22,0.455,10,12,6,8250,4750,3500,22,10,28,65,0.338,375.00,1.00,0.46,1.27,2.96
Prospect,RSC007400,SM KBBrazy,Free Agent,Free Agent,N/A,N/A,66.52,4,0.750,3,1,0,1276,830,446,3,4,5,8,0.375,319.00,0.75,1.00,1.25,2.00
Prospect,RSC006635,SlenderSolder,Free Agent,Free Agent,N/A,N/A,78.49,14,0.000,0,4,0,6198,640,5558,3,0,5,9,0.333,442.71,1.57,0.29,1.36,2.64
Prospect,RSC006635,SlenderSolder,Free Agent,Free Agent,N/A,N/A,88.81,14,0.571,8,6,5,6198,3720,2478,22,4,19,37,0.595,442.71,1.57,0.29,1.36,2.64
Prospect,RSC001262,droogin01,Free Agent,Free Agent,N/A,N/A,94.44,4,0.250,1,3,1,1660,1000,660,5,5,3,10,0.500,415.00,1.25,1.25,0.75,2.50
Prospect,RSC007178,littygriddy65,Free Agent,Free Agent,N/A,N/A,26.94,4,0.250,1,3,0,1095,530,565,2,4,2,3,0.667,273.75,0.50,1.00,0.50,0.75
Prospect,RSC006016,pacman,Free Agent,Free Agent,N/A,N/A,37.62,9,0.222,2,7,1,2981,1470,1511,8,1,8,22,0.364,331.22,0.89,0.11,0.89,2.44
Prospect,RSC005519,pokeninja77,Free Agent,Free Agent,N/A,N/A,34.22,28,0.500,14,14,3,8610,4000,4610,12,12,33,55,0.218,307.50,0.43,0.43,1.18,1.96
Prospect,RSC005784,vFamouZv-,Free Agent,Free Agent,N/A,N/A,6.08,4,0.000,0,4,0,1016,430,586,1,1,4,8,0.125,254.00,0.25,0.25,1.00,2.00
Prospect,RSC005843,B1scuit_Murder,Hard Hats,Road Work Ahead,N/A,N/A,37.73,57,0.246,14,43,6,17849,9600,8249,43,18,62,130,0.331,313.14,0.75,0.32,1.09,2.28
Prospect,RSC007171,Its M80,Hard Hats,Road Work Ahead,N/A,N/A,44.01,38,0.184,7,31,5,13394,7100,6294,27,8,61,95,0.284,352.45,0.71,0.21,1.61,2.50
Prospect,RSC005714,T_i_m_o_g,Hard Hats,Road Work Ahead,N/A,N/A,33.67,7,0.286,2,5,0,1862,1120,742,5,5,5,12,0.417,265.86,0.71,0.71,0.71,1.71
Prospect,RSC001881,oDynastyo,Hard Hats,Road Work Ahead,N/A,N/A,33.71,19,0.316,6,13,1,5575,2840,2735,8,11,22,39,0.205,293.42,0.42,0.58,1.16,2.05
Prospect,RSC006832,Pandalicious32,Honey Badgers,Safari,N/A,N/A,49.59,52,0.442,23,29,7,17544,9390,8154,35,25,69,119,0.294,337.38,0.67,0.48,1.33,2.29
Prospect,RSC005884,Zachthebull36,Honey Badgers,Safari,N/A,N/A,66.27,27,0.556,15,12,9,9614,5800,3814,24,17,38,65,0.369,356.07,0.89,0.63,1.41,2.41
Prospect,RSC004012,kgfan3,Honey Badgers,Safari,N/A,N/A,38.58,33,0.455,15,18,3,9909,5440,4469,25,14,32,64,0.391,300.27,0.76,0.42,0.97,1.94
Prospect,RSC004681,Speciial_Eddy,Hyperspace Hops,5 O'clock Nowhere,N/A,N/A,83.66,5,0.800,4,1,0,1884,1160,724,7,2,4,16,0.438,376.80,1.40,0.40,0.80,3.20
Prospect,RSC000086,Stale Popcorn,Hyperspace Hops,5 O'clock Nowhere,N/A,N/A,35.47,55,0.491,27,28,8,15745,7880,7865,34,25,41,118,0.288,286.27,0.62,0.46,0.75,2.15
Prospect,RSC005139,brillo_padd,Hyperspace Hops,5 O'clock Nowhere,N/A,N/A,48.64,48,0.438,21,27,4,14784,8280,6504,38,27,39,118,0.322,307.98,0.79,0.56,0.81,2.46
Prospect,RSC007045,fetty_steve98,Hyperspace Hops,5 O'clock Nowhere,N/A,N/A,57.79,50,0.500,25,25,12,17823,9330,8493,31,31,70,118,0.263,356.46,0.62,0.62,1.40,2.36
Prospect,RSC007224,CaptnFlufflepuff,Kiwis,Flightless Fowl,N/A,N/A,45.62,43,0.442,19,24,6,13266,7420,5846,30,23,46,97,0.309,308.49,0.70,0.54,1.07,2.26
Prospect,RSC006092,SpeedyG.,Kiwis,Flightless Fowl,N/A,N/A,64.15,51,0.529,27,24,12,17743,10030,7713,46,27,52,148,0.311,347.90,0.90,0.53,1.02,2.90
Prospect,RSC007291,birdterd999,Kiwis,Flightless Fowl,N/A,N/A,36.28,49,0.469,23,26,5,13875,7400,6475,25,29,49,100,0.250,283.16,0.51,0.59,1.00,2.04
Prospect,RSC006225,renightly,Kiwis,Flightless Fowl,N/A,N/A,57.09,30,0.533,16,14,3,9775,5980,3795,31,16,28,68,0.456,325.83,1.03,0.53,0.93,2.27
Prospect,RSC006694,Celiaaaaah13,Mop Tops,Vibe Tribe,N/A,N/A,23.81,44,0.614,27,17,0,10732,5680,5052,23,19,33,78,0.295,243.89,0.52,0.43,0.75,1.77
Prospect,RSC007093,Mangy,Mop Tops,Vibe Tribe,N/A,N/A,83.77,54,0.648,35,19,20,22358,13060,9298,60,26,84,156,0.385,414.02,1.11,0.48,1.56,2.89
Prospect,RSC007253,TheexGrizz,Mop Tops,Vibe Tribe,N/A,N/A,82.04,30,0.767,23,7,10,12019,7000,5019,35,15,39,80,0.438,400.63,1.17,0.50,1.30,2.67
Prospect,RSC006883,fluffyandfat,Mop Tops,Vibe Tribe,N/A,N/A,66.64,44,0.614,27,17,8,15206,9030,6176,36,29,56,118,0.305,345.59,0.82,0.66,1.27,2.68
Prospect,RSC004064,Tokifyy,Peony,Flower Road,N/A,N/A,40.88,37,0.432,16,21,6,11237,5680,5557,22,20,33,83,0.265,303.68,0.60,0.54,0.89,2.24
Prospect,RSC005909,YadiCraft,Peony,Flower Road,N/A,N/A,35.39,60,0.417,25,35,6,18645,9330,9315,28,26,81,118,0.237,310.75,0.47,0.43,1.35,1.97
Prospect,RSC006262,illusionchaos,Peony,Flower Road,N/A,N/A,40.33,26,0.423,11,15,6,7445,4070,3375,16,9,25,77,0.208,286.31,0.62,0.35,0.96,2.96
Prospect,RSC002911,Alextross,Pepperoni Pizza,Fifty-Fifty Pizzeria,N/A,N/A,54.13,49,0.490,24,25,6,15627,9580,6047,42,32,55,103,0.408,318.90,0.86,0.65,1.12,2.10
Prospect,RSC004758,Array,Pepperoni Pizza,Fifty-Fifty Pizzeria,N/A,N/A,52.64,58,0.466,27,31,11,19610,10830,8780,51,22,64,143,0.357,338.09,0.88,0.38,1.10,2.47
Prospect,RSC005549,Sugar_Biscuit20,Pepperoni Pizza,Fifty-Fifty Pizzeria,N/A,N/A,45.36,42,0.381,16,26,5,13107,7110,5997,30,25,39,91,0.330,312.05,0.71,0.60,0.93,2.17
Prospect,RSC006439,sel_en_ium,Pepperoni Pizza,Fifty-Fifty Pizzeria,N/A,N/A,9.69,25,0.480,12,13,0,5958,2940,3018,6,10,31,29,0.207,238.32,0.24,0.40,1.24,1.16
Prospect,RSC007165,BRG,Pharaohs,Monarchy,N/A,N/A,41.93,14,0.500,7,7,1,3739,2430,1309,11,11,11,23,0.478,267.07,0.79,0.79,0.79,1.64
Prospect,RSC003127,Lim,Pharaohs,Monarchy,N/A,N/A,61.87,49,0.592,29,20,9,16982,9690,7292,47,26,50,119,0.395,346.57,0.96,0.53,1.02,2.43
Prospect,RSC005663,OG_Cuddles_,Pharaohs,Monarchy,N/A,N/A,66.97,57,0.561,32,25,8,21069,12260,8809,53,28,82,146,0.363,369.63,0.93,0.49,1.44,2.56
Prospect,RSC003912,Stickisbad,Pharaohs,Monarchy,N/A,N/A,85.76,56,0.554,31,25,16,23594,13690,9904,52,38,100,159,0.327,421.32,0.93,0.68,1.79,2.84
Prospect,RSC007264,Juxties,Prism Proteges,Art Club,N/A,N/A,44.73,59,0.475,28,31,7,18744,10460,8284,44,24,72,126,0.349,317.68,0.75,0.41,1.22,2.14
Prospect,RSC006387,LGUPorkers,Prism Proteges,Art Club,N/A,N/A,11.88,18,0.222,4,14,2,4835,2290,2545,8,3,21,29,0.276,268.61,0.44,0.17,1.17,1.61
Prospect,RSC007002,Ozzy,Prism Proteges,Art Club,N/A,N/A,39.83,50,0.480,24,26,12,15379,8250,7129,31,19,62,110,0.282,307.58,0.62,0.38,1.24,2.20
Prospect,RSC005608,wolverine36535,Prism Proteges,Art Club,N/A,N/A,30.75,49,0.531,26,23,5,13643,7110,6533,26,21,51,91,0.286,278.41,0.53,0.43,1.04,1.86
Prospect,RSC006353,Novarchite,Punks,The Pit,N/A,N/A,29.47,51,0.353,18,33,6,14085,7550,6535,30,19,50,110,0.273,276.16,0.59,0.37,0.98,2.16
Prospect,RSC005550,Shraggaholic,Punks,The Pit,N/A,N/A,24.98,31,0.355,11,20,1,8348,4360,3988,13,15,35,56,0.232,269.26,0.42,0.48,1.13,1.81
Prospect,RSC006934,TPM_CheezeTV,Punks,The Pit,N/A,N/A,45.64,51,0.431,22,29,11,17187,9030,8157,34,13,74,128,0.266,337.00,0.67,0.26,1.45,2.51
Prospect,RSC006868,TraxStar_19,Punks,The Pit,N/A,N/A,15.37,7,0.143,1,6,0,1701,930,771,5,2,4,13,0.385,242.86,0.71,0.29,0.57,1.86
Prospect,RSC006422,HuggingThor,Rad Lads,Vibe Tribe,N/A,N/A,43.69,8,1.625,13,14,3,1814,3790,-1976,19,10,17,54,0.352,226.75,0.38,0.75,0.88,1.50
Prospect,RSC006422,HuggingThor,Rad Lads,Vibe Tribe,N/A,N/A,18.85,8,0.250,2,6,0,1814,1070,744,3,6,7,12,0.250,226.75,0.38,0.75,0.88,1.50
Prospect,RSC006006,Balynce,Skeletons,The Monster Mash,N/A,N/A,72.81,43,0.698,30,13,13,15434,9170,6264,48,20,42,127,0.378,358.93,1.12,0.47,0.98,2.95
Prospect,RSC006923,LostZealous,Skeletons,The Monster Mash,N/A,N/A,98.37,51,0.667,34,17,15,21688,12990,8698,58,41,70,164,0.354,425.25,1.14,0.80,1.37,3.22
Prospect,RSC002853,Rcmblocks,Skeletons,The Monster Mash,N/A,N/A,86.46,37,0.730,27,10,10,13999,8760,5239,43,29,39,106,0.406,378.35,1.16,0.78,1.05,2.87
Prospect,RSC005759,XerNaut,Skeletons,The Monster Mash,N/A,N/A,59.15,41,0.707,29,12,2,12569,7590,4979,38,28,28,99,0.384,306.56,0.93,0.68,0.68,2.42
Prospect,RSC004509,tazlien,Slow Starfish,Speed Demons,Lunar,N/A,75.94,4,2.000,8,12,0,1174,2140,-966,4,9,22,19,0.211,293.50,0.75,0.75,1.00,2.00
Prospect,RSC004509,tazlien,Slow Starfish,Speed Demons,Lunar,N/A,39.8,4,0.000,0,4,0,1174,730,444,3,3,4,8,0.375,293.50,0.75,0.75,1.00,2.00
Prospect,RSC006072,AveX InceptionZ,Spastics,The Quad Dynasty,N/A,N/A,71.46,56,0.714,40,16,16,20323,11900,8423,61,24,60,160,0.381,362.91,1.09,0.43,1.07,2.86
Prospect,RSC007294,CF0UR_,Spastics,The Quad Dynasty,N/A,N/A,60.91,27,0.667,18,9,6,8730,5040,3690,20,21,27,64,0.313,323.30,0.74,0.78,1.00,2.37
Prospect,RSC007065,Rampage,Spastics,The Quad Dynasty,N/A,N/A,77.32,56,0.696,39,17,12,20090,12080,8010,57,42,54,158,0.361,358.75,1.02,0.75,0.96,2.82
Prospect,RSC007075,Ryu Gu,Spastics,The Quad Dynasty,N/A,N/A,65.15,38,0.711,27,11,8,12311,7390,4921,32,28,36,99,0.323,323.97,0.84,0.74,0.95,2.61
Prospect,RSC002828,D1REW00F,Undead,Destined,N/A,N/A,9.96,34,0.412,14,20,1,7851,4370,3481,11,15,43,37,0.297,230.91,0.32,0.44,1.27,1.09
Prospect,RSC006758,El Booger Sugar,Undead,Destined,N/A,N/A,40.94,38,0.421,16,22,4,11597,6110,5487,24,20,38,81,0.296,305.16,0.63,0.53,1.00,2.13
Prospect,RSC004106,K.Doughboy,Undead,Destined,N/A,N/A,41.12,58,0.466,27,31,12,18472,10010,8462,44,14,72,131,0.336,318.48,0.76,0.24,1.24,2.26
Prospect,RSC006586,dino_chick3n,Undead,Destined,N/A,N/A,57.06,46,0.500,23,23,10,16250,9010,7240,33,17,72,126,0.262,353.24,0.72,0.37,1.57,2.74
Rival,RSC000782,HUDx,Asiago Arsonists,Cheese Guild,Solar,N/A,34.25,36,0.278,10,26,4,10983,5760,5223,23,15,39,76,0.303,305.06,0.64,0.42,1.08,2.11
Rival,RSC001082,Tuxedo Marx,Asiago Arsonists,Cheese Guild,Solar,N/A,55.91,48,0.417,20,28,10,17261,9650,7611,41,23,66,110,0.373,359.60,0.85,0.48,1.38,2.29
Rival,RSC000813,Ziggy.,Asiago Arsonists,Cheese Guild,Solar,N/A,43.08,39,0.462,18,21,2,12138,6590,5548,26,23,40,84,0.310,311.21,0.67,0.59,1.03,2.15
Rival,RSC000430,tterb86,Asiago Arsonists,Cheese Guild,Solar,N/A,50.53,46,0.478,22,24,7,15508,8250,7258,33,24,52,115,0.287,337.11,0.72,0.52,1.13,2.50
Rival,RSC000136,Blun,Beached Whales,Whale Defense,Lunar,N/A,35.09,25,0.360,9,16,4,7233,4070,3163,16,16,25,42,0.381,289.32,0.64,0.64,1.00,1.68
Rival,RSC005314,Daggumbigfeet,Beached Whales,Whale Defense,Lunar,N/A,72.8,47,0.596,28,19,11,17795,10890,6905,50,22,67,144,0.347,378.60,1.06,0.47,1.43,3.06
Rival,RSC001817,DyLon37,Beached Whales,Whale Defense,Lunar,N/A,33.95,54,0.574,31,23,4,15833,8950,6883,29,30,72,95,0.305,293.20,0.54,0.56,1.33,1.76
Rival,RSC001817,DyLon37,Beached Whales,Whale Defense,Lunar,N/A,31.16,54,0.019,1,3,0,15833,500,15333,0,3,6,5,0.000,293.20,0.54,0.56,1.33,1.76
Rival,RSC006290,TGDirtyDan,Beached Whales,Whale Defense,Lunar,N/A,67.58,63,0.540,34,29,15,23843,13300,10543,48,40,96,170,0.282,378.46,0.76,0.64,1.52,2.70
Rival,RSC003916,Grobber22,Blizzards,Storm,Solar,N/A,76.46,17,0.706,12,5,5,6349,3800,2549,15,13,23,50,0.300,373.47,0.88,0.77,1.35,2.94
Rival,RSC007316,ItsaMia,Blizzards,Storm,Solar,N/A,58.66,55,0.600,33,22,6,18373,10660,7713,45,34,59,151,0.298,334.04,0.82,0.62,1.07,2.75
Rival,RSC006069,PoopSoup,Blizzards,Storm,Solar,N/A,46.36,60,0.667,40,20,11,18869,10400,8469,43,32,61,145,0.297,314.47,0.72,0.53,1.02,2.42
Rival,RSC005758,SyNkz0,Blizzards,Storm,Solar,N/A,75.11,56,0.661,37,19,18,21984,12460,9524,56,29,74,171,0.327,392.57,1.00,0.52,1.32,3.05
Rival,RSC004670,CarnageWolfBite,Bulldozers,Road Work Ahead,Solar,N/A,30.4,50,0.260,13,37,3,14745,7460,7285,24,24,56,106,0.226,294.90,0.48,0.48,1.12,2.12
Rival,RSC006899,CosmicFlames.,Bulldozers,Road Work Ahead,Solar,N/A,33.48,53,0.264,14,39,0,15507,8620,6887,31,26,62,112,0.277,292.57,0.59,0.49,1.17,2.11
Rival,RSC003978,thenio,Bulldozers,Road Work Ahead,Solar,N/A,32.72,42,0.262,11,31,5,12897,7100,5797,27,16,56,80,0.338,307.07,0.64,0.38,1.33,1.91
Rival,RSC003978,thenio,Bulldozers,Road Work Ahead,Solar,N/A,31.4,42,0.000,0,4,0,12897,420,12477,1,1,4,7,0.143,307.07,0.64,0.38,1.33,1.91
Rival,RSC001002,zar235,Bulldozers,Road Work Ahead,Solar,N/A,33.04,59,0.492,29,30,9,17719,9750,7969,41,21,69,115,0.357,300.31,0.70,0.36,1.17,1.95
Rival,RSC006138,Minty-Fwesh,Camera Crew,Production Control Room,Lunar,N/A,43.46,40,0.450,18,22,5,12364,7060,5304,27,19,48,101,0.267,309.10,0.68,0.48,1.20,2.53
Rival,RSC005703,ShoddyWolfman,Camera Crew,Production Control Room,Lunar,N/A,54.71,51,0.431,22,29,8,17215,9510,7705,38,28,58,141,0.270,337.53,0.75,0.55,1.14,2.77
Rival,RSC006739,SquEdgy,Camera Crew,Production Control Room,Lunar,N/A,50.97,52,0.404,21,31,4,18400,9610,8790,39,25,66,116,0.336,353.83,0.75,0.48,1.27,2.23
Rival,RSC006949,oiNio,Camera Crew,Production Control Room,Lunar,N/A,50.56,49,0.469,23,26,11,17083,9200,7883,34,22,70,120,0.283,348.63,0.69,0.45,1.43,2.45
Rival,RSC005959,Chef yurrbo!,Cassowaries,Flightless Fowl,Lunar,N/A,63.4,56,0.768,43,13,8,19323,11900,7423,51,34,73,145,0.352,345.04,0.91,0.61,1.30,2.59
Rival,RSC004907,GoldenKiwi.,Cassowaries,Flightless Fowl,Lunar,N/A,39.95,12,0.583,7,5,3,3712,2050,1662,6,7,17,25,0.240,309.33,0.50,0.58,1.42,2.08
Rival,RSC005960,Hyper,Cassowaries,Flightless Fowl,Lunar,N/A,88.69,60,0.733,44,16,19,23358,14550,8808,71,42,65,210,0.338,389.30,1.18,0.70,1.08,3.50
Rival,RSC004641,YOURDOOMED181,Cassowaries,Flightless Fowl,Lunar,N/A,87.24,60,0.767,46,14,17,23976,13940,10036,58,52,75,179,0.324,399.60,0.97,0.87,1.25,2.98
Rival,RSC002424,HufflePuffler,Centuriones,The Sovereign,Lunar,N/A,52.84,49,0.469,23,26,10,18312,9780,8532,38,18,81,103,0.369,373.71,0.78,0.37,1.65,2.10
Rival,RSC002320,JoeExotic,Centuriones,The Sovereign,Lunar,N/A,49.26,36,0.333,12,24,4,11631,6510,5121,25,24,40,81,0.309,323.08,0.69,0.67,1.11,2.25
Rival,RSC002960,King,Centuriones,The Sovereign,Lunar,N/A,43.93,49,0.408,20,29,4,16159,8680,7479,36,21,59,108,0.333,329.76,0.74,0.43,1.20,2.20
Rival,RSC006910,Swanny2.0,Centuriones,The Sovereign,Lunar,N/A,33.18,42,0.381,16,26,4,13383,6910,6473,20,18,65,76,0.263,318.62,0.48,0.43,1.55,1.81
Rival,RSC003945,Gaw1f3d,Cursed,Destined,Solar,N/A,61.64,51,0.627,32,19,12,17984,10510,7474,44,27,67,141,0.312,352.61,0.86,0.53,1.31,2.77
Rival,RSC006938,Soda. .,Cursed,Destined,Solar,N/A,57.91,64,0.563,36,28,11,22445,13000,9445,59,33,79,150,0.393,350.69,0.92,0.52,1.23,2.34
Rival,RSC000731,mm2,Cursed,Destined,Solar,N/A,71.73,55,0.527,29,26,12,20551,11690,8861,44,39,74,164,0.268,373.64,0.80,0.71,1.35,2.98
Rival,RSC005523,Laguna,Dracos,The Forest,Solar,N/A,54.39,54,0.537,29,25,9,18422,10430,7992,40,32,71,128,0.313,341.13,0.74,0.59,1.32,2.37
Rival,RSC006480,Lazyz.,Dracos,The Forest,Solar,N/A,74.18,42,0.762,32,10,9,16040,9270,6770,41,29,53,107,0.383,381.90,0.98,0.69,1.26,2.55
Rival,RSC005934,TheodoreThe2,Dracos,The Forest,Solar,N/A,68.54,24,0.500,12,12,5,9364,5530,3834,17,14,50,63,0.270,390.13,0.71,0.58,2.08,2.63
Rival,RSC006060,WP_Merciless,Dracos,The Forest,Solar,N/A,78.89,55,0.636,35,20,14,21009,12620,8389,66,27,56,187,0.353,381.98,1.20,0.49,1.02,3.40
Rival,RSC007296,ImJebediah,Dread,The Shadows,Lunar,N/A,14.24,21,0.333,7,14,2,5439,2630,2809,7,7,23,43,0.163,259.00,0.33,0.33,1.10,2.05
Rival,RSC007234,Nuclear,Dread,The Shadows,Lunar,N/A,-7.24,7,0.143,1,6,0,1558,570,988,0,2,7,12,0.000,222.57,0.00,0.29,1.00,1.71
Rival,RSC004545,Vires,Dread,The Shadows,Lunar,N/A,50.41,20,0.200,4,16,1,6884,4090,2794,17,6,31,54,0.315,344.20,0.85,0.30,1.55,2.70
Rival,RSC006288,Z,Dread,The Shadows,Lunar,N/A,47.85,43,0.395,17,26,6,14256,7880,6376,30,20,56,108,0.278,331.53,0.70,0.47,1.30,2.51
Rival,RSC005402,frothty,Dread,The Shadows,Lunar,N/A,22.16,32,0.313,10,22,1,9232,4590,4642,17,11,36,54,0.315,288.50,0.53,0.34,1.13,1.69
Rival,RSC006017,Dondo RF,Ethereal Eels,The Reef,Lunar,N/A,24.85,50,0.440,22,28,5,13613,6960,6653,22,23,51,106,0.208,272.26,0.44,0.46,1.02,2.12
Rival,RSC003367,OsoGhost,Ethereal Eels,The Reef,Lunar,N/A,34.94,30,0.367,11,19,3,8757,4830,3927,16,17,35,63,0.254,291.87,0.53,0.57,1.17,2.10
Rival,RSC005257,P0pfgf,Ethereal Eels,The Reef,Lunar,N/A,69.04,54,0.537,29,25,14,20532,11220,9312,53,24,60,172,0.308,380.22,0.98,0.44,1.11,3.19
Rival,RSC005699,masdhapotatoes,Ethereal Eels,The Reef,Lunar,N/A,48.66,57,0.456,26,31,8,19198,10700,8498,36,27,86,145,0.248,336.79,0.63,0.47,1.51,2.54
Rival,RSC000111,Wheelchair {LFLegs},Flailers,The Quad Dynasty,Lunar,N/A,8.62,4,1.750,7,18,1,994,4030,-3036,13,10,34,53,0.245,248.50,0.25,0.25,1.75,1.00
Rival,RSC000111,Wheelchair {LFLegs},Flailers,The Quad Dynasty,Lunar,N/A,1.07,4,0.250,1,3,0,994,540,454,1,1,7,4,0.250,248.50,0.25,0.25,1.75,1.00
Rival,RSC006192,Biscuitking18,Free Agent,Free Agent,N/A,N/A,64.65,23,0.304,7,16,3,8240,4860,3380,21,12,29,71,0.296,358.22,0.91,0.52,1.26,3.09
Rival,RSC005533,Enygmah,Free Agent,Free Agent,N/A,N/A,55.46,16,0.438,7,9,4,5028,2840,2188,13,9,11,54,0.241,314.19,0.81,0.56,0.69,3.38
Rival,RSC006177,Flyerrr85,Free Agent,Free Agent,N/A,N/A,37.28,27,0.481,13,14,3,8619,4450,4169,19,10,30,55,0.345,319.22,0.70,0.37,1.11,2.04
Rival,RSC004004,GAMbro,Free Agent,Free Agent,N/A,N/A,52.14,17,0.765,13,4,5,5793,3490,2303,14,7,27,39,0.359,340.76,0.82,0.41,1.59,2.29
Rival,RSC003897,HalfieHour,Free Agent,Free Agent,N/A,N/A,89.07,12,0.167,2,2,0,5074,680,4394,2,2,5,13,0.154,422.83,1.42,0.50,0.92,3.33
Rival,RSC003897,HalfieHour,Free Agent,Free Agent,N/A,N/A,91.17,12,0.583,7,5,4,5074,2950,2124,17,6,11,40,0.425,422.83,1.42,0.50,0.92,3.33
Rival,RSC000039,ImpalerV,Free Agent,Free Agent,N/A,N/A,53.8,37,0.486,18,19,6,13340,7530,5810,25,15,67,93,0.269,360.54,0.68,0.41,1.81,2.51
Rival,RSC004967,Lee-Lo,Free Agent,Free Agent,N/A,N/A,65.52,25,0.280,7,18,4,9931,5540,4391,19,11,48,69,0.275,397.24,0.76,0.44,1.92,2.76
Rival,RSC007185,Legendary SSJG,Free Agent,Free Agent,N/A,N/A,19.54,8,0.375,3,5,1,2084,1120,964,2,5,11,12,0.167,260.50,0.25,0.63,1.38,1.50
Rival,RSC005885,Neutrino,Free Agent,Free Agent,N/A,N/A,25.72,4,0.250,1,3,0,1277,750,527,2,1,9,5,0.400,319.25,0.50,0.25,2.25,1.25
Rival,RSC007148,Noc_tRL,Free Agent,Free Agent,N/A,N/A,89.26,3,0.667,2,1,0,1062,610,452,2,4,2,11,0.182,353.67,0.67,1.33,0.67,3.67
Rival,RSC004407,Rootbear,Free Agent,Free Agent,N/A,N/A,63.62,4,0.500,2,2,1,1368,680,688,3,3,2,13,0.231,342.00,0.75,0.75,0.50,3.25
Rival,RSC006915,Ruebensandwich,Free Agent,Free Agent,N/A,N/A,25.43,13,0.308,4,9,2,3652,1850,1802,10,4,8,25,0.400,280.92,0.77,0.31,0.62,1.92
Rival,RSC001720,SUPERDUPERBAM,Free Agent,Free Agent,N/A,N/A,26.48,5,0.400,2,3,1,1452,780,672,3,2,6,8,0.375,290.40,0.60,0.40,1.20,1.60
Rival,RSC000493,Swimmer,Free Agent,Free Agent,N/A,N/A,18.25,4,0.250,1,3,0,1161,550,611,1,2,6,5,0.200,290.25,0.25,0.50,1.50,1.25
Rival,RSC003694,TheCroctopusTV,Free Agent,Free Agent,N/A,N/A,-10.79,4,0.250,1,3,0,866,370,496,1,0,4,7,0.143,216.50,0.25,0.00,1.00,1.75
Rival,RSC007358,Tropicalshortsba,Free Agent,Free Agent,N/A,N/A,99.21,12,0.667,8,4,4,5110,3400,1710,18,8,17,35,0.514,425.83,1.50,0.67,1.42,2.92
Rival,RSC007230,Yintsmints,Free Agent,Free Agent,N/A,N/A,22.22,23,0.391,9,14,1,6285,3700,2585,12,8,34,40,0.300,273.26,0.52,0.35,1.48,1.74
Rival,RSC006917,abig_potato_,Free Agent,Free Agent,N/A,N/A,38.01,16,0.375,6,10,2,5304,2790,2514,13,2,20,39,0.333,331.50,0.81,0.13,1.25,2.44
Rival,RSC005035,broskijazz,Free Agent,Free Agent,N/A,N/A,75,8,0.375,3,5,1,3154,1850,1304,8,4,12,25,0.320,394.25,1.00,0.50,1.50,3.13
Rival,RSC002736,chulainn,Free Agent,Free Agent,N/A,N/A,3.46,4,0.500,2,2,0,950,510,440,1,1,6,6,0.167,237.50,0.25,0.25,1.50,1.50
Rival,RSC005827,ewoo,Free Agent,Free Agent,N/A,N/A,54.88,11,0.364,4,7,0,4108,2280,1828,8,5,20,23,0.348,373.45,0.73,0.46,1.82,2.09
Rival,RSC005300,kori.,Free Agent,Free Agent,N/A,N/A,76.36,49,0.490,24,25,8,18400,10750,7650,46,36,57,150,0.307,375.51,0.94,0.74,1.16,3.06
Rival,RSC006932,meltt._,Free Agent,Free Agent,N/A,N/A,49.05,15,0.333,5,10,1,5186,2800,2386,8,7,25,40,0.200,345.73,0.53,0.47,1.67,2.67
Rival,RSC007212,pseudan !,Free Agent,Free Agent,N/A,N/A,33.95,6,0.333,2,4,1,1941,860,1081,3,3,6,11,0.273,323.50,0.50,0.50,1.00,1.83
Rival,RSC006245,spite.,Free Agent,Free Agent,N/A,N/A,28.74,15,0.467,7,8,1,4560,2350,2210,5,9,24,20,0.250,304.00,0.33,0.60,1.60,1.33
Rival,RSC002809,wannabuybubbles,Free Agent,Free Agent,N/A,N/A,49.75,20,0.450,9,11,2,6838,3960,2878,17,9,28,41,0.415,341.90,0.85,0.45,1.40,2.05
